run_id,model,dataset,n_useless,n_obs,idx,test_frac,r_squared,nise,ise,noise,mse_test,r2_test,var_f,time,param_min_sample_split,param_min_sample_leaf,param_max_depth,param_bic_factor,param_min_samples_split,param_min_samples_leaf,param_ccp_alpha,param_min_data,param_thresh,param_penalty,param_minspan_alpha,param_max_terms,param_max_degree,param_endspan
228,MARS,dataset_3_useless_0_noise_0.0_n_500,0,500,3,0.2,1.0,3.4210812070972786e-30,1.8450491115377626e-26,0.0,1.2812841052345573e-28,1.0,5393.175431527541,14.387027599994326,,,,,,,,,,3.0,0.05,10.0,3.0,20.0
228,PILOT_Base,dataset_4_useless_0_noise_0.0_n_500,0,500,4,0.2,0.9745980143770412,0.03921871541561883,0.9203457688382316,0.0,0.9203457688382316,0.9607812845843812,23.46700444124451,9.733434599998873,2.0,10.0,12.0,1.0,,,,,,,,,,
228,CART,dataset_4_useless_0_noise_0.0_n_500,0,500,4,0.2,0.8657973150142387,0.30475429913403473,7.15167049126675,0.0,7.15167049126675,0.6952457008659654,23.46700444124451,0.17515359999379143,,,12.0,,20.0,5.0,0.0,,,,,,,
228,PILOT,dataset_4_useless_0_noise_0.0_n_500,0,500,4,0.2,0.9745980143770412,0.03921871541561883,0.9203457688382316,0.0,0.9203457688382316,0.9607812845843812,23.46700444124451,16.010343200003263,2.0,10.0,6.0,1.0,,,,,,,,,,
228,LightGBMLinear,dataset_4_useless_0_noise_0.0_n_500,0,500,4,0.2,0.9921331160345034,0.03154741876823627,0.7403234163440009,0.0,0.7403234163440009,0.9684525812317637,23.46700444124451,3.7334053000085987,,,3.0,,,,,30.0,,,,,,
228,MARS,dataset_4_useless_0_noise_0.0_n_500,0,500,4,0.2,0.9986966422033725,0.001475428457441517,0.034623886163518615,0.0,0.034623886163518615,0.9985245715425585,23.46700444124451,5.995484099985333,,,,,,,,,0.001,1.0,0.1,100.0,3.0,
228,PILOT_Base,dataset_5_useless_0_noise_0.0_n_500,0,500,5,0.2,0.9020630000372531,157286.8882631347,23023743508.104023,0.0,14093.625337671889,0.9037192855745365,146380.56459980452,2.4411046000022907,10.0,20.0,18.0,1.0,,,,,,,,,,
228,CART,dataset_5_useless_0_noise_0.0_n_500,0,500,5,0.2,0.9995473877194027,21011.9268436164,3075737714.698357,0.0,1882.7648498015897,0.9871378768421275,146380.56459980452,0.13269020000007004,,,9.0,,2.0,1.0,0.01,,,,,,,
228,PILOT,dataset_5_useless_0_noise_0.0_n_500,0,500,5,0.2,0.995675071452863,23773.239158741133,3479940170.422709,0.0,2130.1910761031804,0.9854475825945406,146380.56459980452,5.669603499991354,2.0,20.0,18.0,0.01,,,,,,,,,,
228,LightGBMLinear,dataset_5_useless_0_noise_0.0_n_500,0,500,5,0.2,0.9999969927008154,475.1189765069559,69548184.03316946,0.0,42.572835661322124,0.9997091633320467,146380.56459980452,3.1046241000003647,,,18.0,,,,,10.0,,,,,,
228,MARS,dataset_5_useless_0_noise_0.0_n_500,0,500,5,0.2,0.9990894175757167,1488.7483350516172,217923821.8318747,0.0,133.39866716161677,0.9990886859363719,146380.56459980452,0.9064203999878373,,,,,,,,,0.001,2.0,,100.0,3.0,10.0
228,PILOT_Base,dataset_6_useless_0_noise_0.0_n_500,0,500,6,0.2,0.9859197255737797,76759.44882376681,7492.340848149188,0.0,0.004586319543508719,0.9530129011180313,0.09760805950223753,4.314272300020093,2.0,10.0,12.0,1.0,,,,,,,,,,
228,CART,dataset_6_useless_0_noise_0.0_n_500,0,500,6,0.2,0.9704941314573609,280295.30985200714,27359.081282232815,0.0,0.016747434709693473,0.8284215996599178,0.09760805950223753,0.15026090000174008,,,9.0,,2.0,5.0,0.0,,,,,,,
228,PILOT,dataset_6_useless_0_noise_0.0_n_500,0,500,6,0.2,0.9986916191455943,52867.91309333923,5160.334406973778,0.0,0.0031588181879886965,0.9676377319240089,0.09760805950223753,9.216998200019589,2.0,5.0,9.0,0.001,,,,,,,,,,
228,LightGBMLinear,dataset_6_useless_0_noise_0.0_n_500,0,500,6,0.2,0.9989200607691572,53603.986504589135,5232.181104297074,0.0,0.003202798022695735,0.9671871560706284,0.09760805950223753,3.225006399996346,,,3.0,,,,,5.0,,,,,,
228,MARS,dataset_6_useless_0_noise_0.0_n_500,0,500,6,0.2,0.9925814017574874,90084.96315264187,8793.018443659943,0.0,0.005382509038487248,0.9448558954461761,0.09760805950223753,4.805157800001325,,,,,,,,,0.001,2.0,,100.0,3.0,10.0
